Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Pillar
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Rock Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Roof Tile
appliedenergistics2:item.ItemFacade:0, Façade de câble - Roof Tile
appliedenergistics2:item.ItemFacade:0, Façade de câble - Roof Tile
appliedenergistics2:item.ItemFacade:0, Façade de câble - Roof Tile Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Roof Tile Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Roof Tile Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Livingrock Mountain
appliedenergistics2:item.ItemFacade:0, Façade de câble - Dark Livingrock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Dark Livingrock Brick
appliedenergistics2:item.ItemFacade:0, Façade de câble - Chiseled Dark Livingrock
appliedenergistics2:item.ItemFacade:0, Façade de câble - Dark Livingrock Tile
appliedenergistics2:item.ItemFacade:0, Façade de câble - Dark Livingrock Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Dark Livingrock Brick Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Dark Livingrock Tile Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Livingrock Lantern
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Light
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Light
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Light
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Light
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Light
appliedenergistics2:item.ItemFacade:0, Façade de câble - Shrine Light
appliedenergistics2:item.ItemFacade:0, Façade de câble - Dwarf Planks
appliedenergistics2:item.ItemFacade:0, Façade de câble - Elven Sandstone
appliedenergistics2:item.ItemFacade:0, Façade de câble - Chiseled Elven Sandstone
appliedenergistics2:item.ItemFacade:0, Façade de câble - Smooth Elven Sandstone
appliedenergistics2:item.ItemFacade:0, Façade de câble - Polished Elven Sandstone
appliedenergistics2:item.ItemFacade:0, Façade de câble - Cracked Elven Sandstone
appliedenergistics2:item.ItemFacade:0, Façade de câble - Elven Sandstone Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Smooth Elven Sandstone Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Livingrock Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Polished Livingrock Slab
appliedenergistics2:item.ItemFacade:0, Façade de câble - Compressed Livingrock Slab
appliedenergistics2:item.ItemCrystalSeed:0, Graine de Quartz Certus
appliedenergistics2:item.ItemCrystalSeed:600, Graine de Quartz du Nether
appliedenergistics2:item.ItemCrystalSeed:1200, Graine de Fluix
appliedenergistics2:item.ItemCrystalSeed:0, Graine de Quartz Certus
appliedenergistics2:item.ItemCrystalSeed:600, Graine de Quartz du Nether
appliedenergistics2:item.ItemCrystalSeed:1200, Graine de Fluix
appliedenergistics2:item.ItemCrystalSeed:0, Graine de Quartz Certus
appliedenergistics2:item.ItemCrystalSeed:600, Graine de Quartz du Nether
appliedenergistics2:item.ItemCrystalSeed:1200, Graine de Fluix
appliedenergistics2:item.ItemEncodedPattern, Modèle encodé
appliedenergistics2:item.ToolColorApplicator, Applicateur de couleur
appliedenergistics2:item.ItemPaintBall:0, Bille de peinture - Blanc
appliedenergistics2:item.ItemPaintBall:1, Bille de peinture - Orange
appliedenergistics2:item.ItemPaintBall:2, Bille de peinture - Magenta
appliedenergistics2:item.ItemPaintBall:3, Bille de peinture - Bleu clair
appliedenergistics2:item.ItemPaintBall:4, Bille de peinture - Jaune
appliedenergistics2:item.ItemPaintBall:5, Bille de peinture - Vert citron
appliedenergistics2:item.ItemPaintBall:6, Bille de peinture - Rose
appliedenergistics2:item.ItemPaintBall:7, Bille de peinture - Gris
appliedenergistics2:item.ItemPaintBall:8, Bille de peinture - Gris clair
appliedenergistics2:item.ItemPaintBall:9, Bille de peinture - Cyan
appliedenergistics2:item.ItemPaintBall:10, Bille de peinture - Violet
appliedenergistics2:item.ItemPaintBall:11, Bille de peinture - Bleu
appliedenergistics2:item.ItemPaintBall:12, Bille de peinture - Marron
appliedenergistics2:item.ItemPaintBall:13, Bille de peinture - Vert
appliedenergistics2:item.ItemPaintBall:14, Bille de peinture - Rouge
appliedenergistics2:item.ItemPaintBall:15, Bille de peinture - Noir
appliedenergistics2:item.ItemPaintBall:20, Bille de peinture - Lumen Blanc
appliedenergistics2:item.ItemPaintBall:21, Bille de peinture - Lumen Orange
appliedenergistics2:item.ItemPaintBall:22, Bille de peinture - Lumen Magenta
appliedenergistics2:item.ItemPaintBall:23, Bille de peinture - Lumen Bleu clair
appliedenergistics2:item.ItemPaintBall:24, Bille de peinture - Lumen Jaune
appliedenergistics2:item.ItemPaintBall:25, Bille de peinture - Lumen Vert citron
appliedenergistics2:item.ItemPaintBall:26, Bille de peinture - Lumen Rose
appliedenergistics2:item.ItemPaintBall:27, Bille de peinture - Lumen Gris
appliedenergistics2:item.ItemPaintBall:28, Bille de peinture - Lumen Gris clair
appliedenergistics2:item.ItemPaintBall:29, Bille de peinture - Lumen Cyan
appliedenergistics2:item.ItemPaintBall:30, Bille de peinture - Lumen Violet
appliedenergistics2:item.ItemPaintBall:31, Bille de peinture - Lumen Bleu
appliedenergistics2:item.ItemPaintBall:32, Bille de peinture - Lumen Marron
appliedenergistics2:item.ItemPaintBall:33, Bille de peinture - Lumen Vert
appliedenergistics2:item.ItemPaintBall:34, Bille de peinture - Lumen Rouge
appliedenergistics2:item.ItemPaintBall:35, Bille de peinture - Lumen Noir
appliedenergistics2:item.ItemMultiMaterial:28, Carte avancée
appliedenergistics2:item.ItemMultiMaterial:44, Noyau d'annihilation
appliedenergistics2:item.ItemMultiMaterial:25, Carte basique
appliedenergistics2:item.ItemMultiMaterial:52, Modèle vide
appliedenergistics2:item.ItemMultiMaterial:23, Processeur de calcul
appliedenergistics2:item.ItemMultiMaterial:13, Matrice de presse de calcul
appliedenergistics2:item.ItemMultiMaterial:16, Circuit imprimé de calcul
appliedenergistics2:item.ItemMultiMaterial:27, Carte de capacité
appliedenergistics2:item.ItemMultiMaterial:53, Carte de fabrication
appliedenergistics2:item.ItemMultiMaterial:29, Carte brouillonne
appliedenergistics2:item.ItemMultiMaterial:31, Carte d'inversion
appliedenergistics2:item.ItemMultiMaterial:26, Carte de Redstone
appliedenergistics2:item.ItemMultiMaterial:30, Carte d'accélération
appliedenergistics2:item.ItemMultiMaterial:34, Composant spatial 128³
appliedenergistics2:item.ItemMultiMaterial:33, Composant spatial 16³
appliedenergistics2:item.ItemMultiMaterial:37, Composant de stockage ME 16k
appliedenergistics2:item.ItemMultiMaterial:35, Composant de stockage ME 1k
appliedenergistics2:item.ItemMultiMaterial:32, Composant spatial 2³
appliedenergistics2:item.ItemMultiMaterial:36, Composant de stockage ME 4k
appliedenergistics2:item.ItemMultiMaterial:38, Composant de stockage ME 64k
appliedenergistics2:item.ItemMultiMaterial:0, Cristal de Quartz Certus
appliedenergistics2:item.ItemMultiMaterial:1, Cristal de Quartz Certus chargé
appliedenergistics2:item.ItemMultiMaterial:2, Poussière de Quartz Certus
appliedenergistics2:item.ItemMultiMaterial:39, Boîtier de stockage ME
appliedenergistics2:item.ItemMultiMaterial:46, Poussière d'Ender
appliedenergistics2:item.ItemMultiMaterial:24, Processeur d'ingénierie
appliedenergistics2:item.ItemMultiMaterial:14, Matrice de presse d'ingénierie
appliedenergistics2:item.ItemMultiMaterial:17, Circuit imprimé d'ingénierie
appliedenergistics2:item.ItemMultiMaterial:4, Farine
appliedenergistics2:item.ItemMultiMaterial:7, Cristal de Fluix
appliedenergistics2:item.ItemMultiMaterial:8, Poussière de Fluix
appliedenergistics2:item.ItemMultiMaterial:9, Perle de Fluix
appliedenergistics2:item.ItemMultiMaterial:43, Noyau de formation
appliedenergistics2:item.ItemMultiMaterial:22, Processeur logique
appliedenergistics2:item.ItemMultiMaterial:15, Matrice de presse de logique
appliedenergistics2:item.ItemMultiMaterial:18, Circuit imprimé de logique
appliedenergistics2:item.ItemMultiMaterial:6, Bille de matière
appliedenergistics2:item.ItemMultiMaterial:21, Matrice de presse de nommage
appliedenergistics2:item.ItemMultiMaterial:3, Poussière de Quartz du Nether
appliedenergistics2:item.ItemMultiMaterial:10, Cristal de Quartz Certus pur
appliedenergistics2:item.ItemMultiMaterial:12, Cristal de Fluix pur
appliedenergistics2:item.ItemMultiMaterial:11, Cristal de Quartz du Nether pur
appliedenergistics2:item.ItemMultiMaterial:48, Singularité quantique intriquée
appliedenergistics2:item.ItemMultiMaterial:5, Silicone
appliedenergistics2:item.ItemMultiMaterial:19, Matrice de presse de silicone
appliedenergistics2:item.ItemMultiMaterial:20, Silicone imprimé
appliedenergistics2:item.ItemMultiMaterial:47, Singularité
appliedenergistics2:item.ItemMultiMaterial:45, Poussière de pierre du ciel
appliedenergistics2:item.ItemMultiMaterial:41, Récepteur sans-fil
appliedenergistics2:item.ItemMultiMaterial:42, Boosteur de signal
appliedenergistics2:item.ItemMultiMaterial:40, Engrenage en bois
appliedenergistics2:item.ItemMultiPart:300, Plan de dématérialisation ME
appliedenergistics2:item.ItemMultiPart:120, Ancre de câble
appliedenergistics2:item.ItemMultiPart:20, Câble couvert ME - Blanc
appliedenergistics2:item.ItemMultiPart:21, Câble couvert ME - Orange
appliedenergistics2:item.ItemMultiPart:22, Câble couvert ME - Magenta
appliedenergistics2:item.ItemMultiPart:23, Câble couvert ME - Bleu clair
appliedenergistics2:item.ItemMultiPart:24, Câble couvert ME - Jaune
appliedenergistics2:item.ItemMultiPart:25, Câble couvert ME - Vert citron
appliedenergistics2:item.ItemMultiPart:26, Câble couvert ME - Rose
appliedenergistics2:item.ItemMultiPart:27, Câble couvert ME - Gris
appliedenergistics2:item.ItemMultiPart:28, Câble couvert ME - Gris clair
appliedenergistics2:item.ItemMultiPart:29, Câble couvert ME - Cyan
appliedenergistics2:item.ItemMultiPart:30, Câble couvert ME - Violet
appliedenergistics2:item.ItemMultiPart:31, Câble couvert ME - Bleu
appliedenergistics2:item.ItemMultiPart:32, Câble couvert ME - Marron
appliedenergistics2:item.ItemMultiPart:33, Câble couvert ME - Vert
appliedenergistics2:item.ItemMultiPart:34, Câble couvert ME - Rouge
appliedenergistics2:item.ItemMultiPart:35, Câble couvert ME - Noir
appliedenergistics2:item.ItemMultiPart:36, Câble couvert ME - Fluix
appliedenergistics2:item.ItemMultiPart:60, Câble dense ME - Blanc
appliedenergistics2:item.ItemMultiPart:61, Câble dense ME - Orange
appliedenergistics2:item.ItemMultiPart:62, Câble dense ME - Magenta
appliedenergistics2:item.ItemMultiPart:63, Câble dense ME - Bleu clair
appliedenergistics2:item.ItemMultiPart:64, Câble dense ME - Jaune
appliedenergistics2:item.ItemMultiPart:65, Câble dense ME - Vert citron
appliedenergistics2:item.ItemMultiPart:66, Câble dense ME - Rose
appliedenergistics2:item.ItemMultiPart:67, Câble dense ME - Gris
appliedenergistics2:item.ItemMultiPart:68, Câble dense ME - Gris clair
appliedenergistics2:item.ItemMultiPart:69, Câble dense ME - Cyan
appliedenergistics2:item.ItemMultiPart:70, Câble dense ME - Violet
appliedenergistics2:item.ItemMultiPart:71, Câble dense ME - Bleu
appliedenergistics2:item.ItemMultiPart:72, Câble dense ME - Marron
appliedenergistics2:item.ItemMultiPart:73, Câble dense ME - Vert
appliedenergistics2:item.ItemMultiPart:74, Câble dense ME - Rouge
appliedenergistics2:item.ItemMultiPart:75, Câble dense ME - Noir
appliedenergistics2:item.ItemMultiPart:76, Câble dense ME - Fluix
appliedenergistics2:item.ItemMultiPart:0, Câble de verre ME - Blanc
appliedenergistics2:item.ItemMultiPart:1, Câble de verre ME - Orange
appliedenergistics2:item.ItemMultiPart:2, Câble de verre ME - Magenta
appliedenergistics2:item.ItemMultiPart:3, Câble de verre ME - Bleu clair
appliedenergistics2:item.ItemMultiPart:4, Câble de verre ME - Jaune
appliedenergistics2:item.ItemMultiPart:5, Câble de verre ME - Vert citron
appliedenergistics2:item.ItemMultiPart:6, Câble de verre ME - Rose
appliedenergistics2:item.ItemMultiPart:7, Câble de verre ME - Gris
appliedenergistics2:item.ItemMultiPart:8, Câble de verre ME - Gris clair
appliedenergistics2:item.ItemMultiPart:9, Câble de verre ME - Cyan
appliedenergistics2:item.ItemMultiPart:10, Câble de verre ME - Violet
appliedenergistics2:item.ItemMultiPart:11, Câble de verre ME - Bleu
appliedenergistics2:item.ItemMultiPart:12, Câble de verre ME - Marron
appliedenergistics2:item.ItemMultiPart:13, Câble de verre ME - Vert
appliedenergistics2:item.ItemMultiPart:14, Câble de verre ME - Rouge
appliedenergistics2:item.ItemMultiPart:15, Câble de verre ME - Noir
appliedenergistics2:item.ItemMultiPart:16, Câble de verre ME - Fluix
appliedenergistics2:item.ItemMultiPart:40, Câble intelligent ME - Blanc
appliedenergistics2:item.ItemMultiPart:41, Câble intelligent ME - Orange
appliedenergistics2:item.ItemMultiPart:42, Câble intelligent ME - Magenta
appliedenergistics2:item.ItemMultiPart:43, Câble intelligent ME - Bleu clair
appliedenergistics2:item.ItemMultiPart:44, Câble intelligent ME - Jaune
appliedenergistics2:item.ItemMultiPart:45, Câble intelligent ME - Vert citron
appliedenergistics2:item.ItemMultiPart:46, Câble intelligent ME - Rose
appliedenergistics2:item.ItemMultiPart:47, Câble intelligent ME - Gris
appliedenergistics2:item.ItemMultiPart:48, Câble intelligent ME - Gris clair
appliedenergistics2:item.ItemMultiPart:49, Câble intelligent ME - Cyan
appliedenergistics2:item.ItemMultiPart:50, Câble intelligent ME - Violet
appliedenergistics2:item.ItemMultiPart:51, Câble intelligent ME - Bleu
appliedenergistics2:item.ItemMultiPart:52, Câble intelligent ME - Marron
appliedenergistics2:item.ItemMultiPart:53, Câble intelligent ME - Vert
appliedenergistics2:item.ItemMultiPart:54, Câble intelligent ME - Rouge
appliedenergistics2:item.ItemMultiPart:55, Câble intelligent ME - Noir
appliedenergistics2:item.ItemMultiPart:56, Câble intelligent ME - Fluix
appliedenergistics2:item.ItemMultiPart:420, Moniteur de conversion ME
appliedenergistics2:item.ItemMultiPart:360, Terminal de fabrication ME
appliedenergistics2:item.ItemMultiPart:200, Panneau illuminé sombre
appliedenergistics2:item.ItemMultiPart:260, Bus d'export ME
appliedenergistics2:item.ItemMultiPart:320, Plan de matérialisation ME
appliedenergistics2:item.ItemMultiPart:301, Plan de dématérialisation d'identité ME
appliedenergistics2:item.ItemMultiPart:240, Bus d'import ME
appliedenergistics2:item.ItemMultiPart:440, Interface ME
appliedenergistics2:item.ItemMultiPart:480, Terminal d'interface ME
appliedenergistics2:item.ItemMultiPart:100, Bus levier inversé ME
appliedenergistics2:item.ItemMultiPart:280, Emetteur de niveau ME
appliedenergistics2:item.ItemMultiPart:160, Panneau illuminé éclairé
appliedenergistics2:item.ItemMultiPart:465, Tunnel P2P - EU
appliedenergistics2:item.ItemMultiPart:462, Tunnel P2P - Objet
appliedenergistics2:item.ItemMultiPart:467, Tunnel P2P - Lumière
appliedenergistics2:item.ItemMultiPart:463, Tunnel P2P - Fluide
appliedenergistics2:item.ItemMultiPart:460, Tunnel P2P - ME
appliedenergistics2:item.ItemMultiPart:466, Tunnel P2P - RF
appliedenergistics2:item.ItemMultiPart:461, Tunnel P2P - Redstone
appliedenergistics2:item.ItemMultiPart:340, Terminal de modèles ME
appliedenergistics2:item.ItemMultiPart:140, Fibre de Quartz
appliedenergistics2:item.ItemMultiPart:180, Panneau illuminé
appliedenergistics2:item.ItemMultiPart:220, Bus de stockage ME
appliedenergistics2:item.ItemMultiPart:400, Moniteur de stockage ME
appliedenergistics2:item.ItemMultiPart:380, Terminal ME
appliedenergistics2:item.ItemMultiPart:80, Bus levier ME
AWWayofTime:weakBloodOrb, Orbe Sanguinaire Affaiblie
AWWayofTime:apprenticeBloodOrb, Orbe Sanguinaire de l’Apprenti
AWWayofTime:magicianBloodOrb, Orbe Sanguinaire du Magicien
AWWayofTime:energyBlaster, Blaster à Energie
AWWayofTime:energySword, Lame Sacrificielle
AWWayofTime:lavaCrystal, Cristal de Lave
AWWayofTime:waterSigil, Emblème de l’Eau
AWWayofTime:lavaSigil, Emblème de la Lave
AWWayofTime:voidSigil, Emblème du Vide
AWWayofTime:blankSlate, Tablette Vierge
AWWayofTime:reinforcedSlate, Tablette Renforcée
AWWayofTime:sacrificialKnife, Couteau Sacrificiel
AWWayofTime:daggerOfSacrifice, Dague des Sacrifices
AWWayofTime:airSigil, Emblème Stratos
AWWayofTime:sigilOfTheFastMiner, Emblème Spelunk
AWWayofTime:sigilOfElementalAffinity, Emblème d’Affinité Elémentaire
AWWayofTime:sigilOfHaste, Emblème de Célérité
AWWayofTime:sigilOfHolding, Emblème Possessif
AWWayofTime:divinationSigil, Emblème des Pythies
AWWayofTime:waterScribeTool, Craie d’Inscription Elémentaire: Eau
AWWayofTime:fireScribeTool, Craie d’Inscription Elémentaire: Feu
AWWayofTime:earthScribeTool, Craie d’Inscription Elémentaire: Terre
AWWayofTime:airScribeTool, Craie d’Inscription Elémentaire: Air
AWWayofTime:activationCrystal:0, Cristal d’Activation Affaibli
AWWayofTime:activationCrystal:1, Cristal d’Activation Eveillé
AWWayofTime:activationCrystal:2, Cristal d'Activation Créatif
AWWayofTime:boundPickaxe, Pioche Sacrificielle
AWWayofTime:boundAxe, Hâche Sacrificielle
AWWayofTime:boundShovel, Pelle Sacrificielle
AWWayofTime:boundHelmet, Casque Sacrificiel
AWWayofTime:boundPlate, Plastron Sacrificiel
AWWayofTime:boundLeggings, Jambières Sacrificielles
AWWayofTime:boundBoots, Bottes Sacrificielles
AWWayofTime:weakBloodShard, Eclat Sanguinaire Affaibli
AWWayofTime:growthSigil, Emblème du 
AWWayofTime:blankSpell, Cristal Délié
AWWayofTime:masterBloodOrb, Orbe Sanguinaire du Maître
AWWayofTime:alchemyFlask, Fiole à Potion
AWWayofTime:standardBindingAgent, Agent Sacrificiel Standard
AWWayofTime:mundanePowerCatalyst, Cristal de Puissance Commun
AWWayofTime:averagePowerCatalyst, Cristal de Puissance Moyen
AWWayofTime:greaterPowerCatalyst, Cristal de Puissance Supérieur
AWWayofTime:mundaneLengtheningCatalyst, Catalyseur d'Extension Commun
AWWayofTime:averageLengtheningCatalyst, Catalyseur d’Extension Moyen
AWWayofTime:greaterLengtheningCatalyst, Catalyseur d’Extension Supérieur
AWWayofTime:incendium, Incendium
AWWayofTime:magicales, Magicales
AWWayofTime:sanctus, Sanctus
AWWayofTime:aether, Aether
AWWayofTime:simpleCatalyst, Catalyseur Simple
AWWayofTime:crepitous, Crepitous
AWWayofTime:crystallos, Crystallos
AWWayofTime:terrae, Terrae
AWWayofTime:aquasalus, Aquasalus
AWWayofTime:tennebrae, Tenebrae
AWWayofTime:demonBloodShard, Eclat Sanguinaire Diabolo
AWWayofTime:archmageBloodOrb, Orbe Sanguinaire de l'Enchanteur
AWWayofTime:transcendentBloodOrb, Orbe Sanguinaire Transcendante
AWWayofTime:sigilOfWind, Emblème Mistral
AWWayofTime:telepositionFocus, Focus de Téléposition
AWWayofTime:enhancedTelepositionFocus,  Focus de Téléposition Amélioré
AWWayofTime:reinforcedTelepositionFocus, Focus de Téléposition Renforcé 
AWWayofTime:demonicTelepositionFocus,  Focus de Téléposition Diabolo
AWWayofTime:imbuedSlate, Tablette Imprégnée
AWWayofTime:demonicSlate, Tablette Diabolo
AWWayofTime:duskScribeTool, Craie d’Inscription Elémentaire: Crépuscule
AWWayofTime:sigilOfTheBridge, Emblème du Pont Fantôme
AWWayofTime:armourInhibitor, Neutralisarmure
AWWayofTime:creativeFiller, Orbe de Test
AWWayofTime:demonPlacer:0, Cristal Diabolo
AWWayofTime:creativeDagger, Couteau Sacrificiel Créatif
AWWayofTime:weakFillingAgent, Agent de Remplissage Affaibli
AWWayofTime:standardFillingAgent, Agent de Remplissage Standard
AWWayofTime:enhancedFillingAgent, Agent de Remplissage Amélioré
AWWayofTime:weakBindingAgent, Agent de Sacrifice Affaibli
AWWayofTime:itemRitualDiviner:0, Sourcier à Rituel
AWWayofTime:itemRitualDiviner:1, Sourcier à Rituel
AWWayofTime:itemRitualDiviner:2, Sourcier à Rituel
AWWayofTime:sigilOfMagnetism, Emblème Magnétique
AWWayofTime:itemKeyOfDiablo:0, Clé Diabolo
AWWayofTime:itemKeyOfDiablo:0, Clé Diabolo
AWWayofTime:energyBazooka, Bazooka à Energie
AWWayofTime:itemBloodLightSigil, Emblème de la Lampe de Sang
AWWayofTime:itemComplexSpellCrystal, Cristal de Maléfice Complexe
AWWayofTime:sigilOfSupression, Emblème de Délétion
AWWayofTime:sigilOfEnderSeverance, Emblème of Ender Severance
AWWayofTime:fluidSigil, Emblème Fluide
AWWayofTime:seerSigil, Emblème de la Vision
AWWayofTime:customTool, Dynamasse
AWWayofTime:bucketLife, Bucket of Life
AWWayofTime:itemCombinationalCatalyst, Catalyseur Combinatoire
AWWayofTime:itemAttunedCrystal:0, Routeur Alchimique
AWWayofTime:itemTankSegmenter:0, Segment Alchimique
AWWayofTime:itemDestinationClearer, Détergent Alchimique
AWWayofTime:bloodMagicBaseItems:0, Quartz Rod
AWWayofTime:bloodMagicBaseItems:1, Cœur Creux
AWWayofTime:bloodMagicBaseItems:2, Câble de Magicales
AWWayofTime:bloodMagicBaseItems:3, Attelle de Bois
AWWayofTime:bloodMagicBaseItems:4, Attelle de Pierre
AWWayofTime:bloodMagicBaseItems:5, Cœur de Projectile
AWWayofTime:bloodMagicBaseItems:6, Cœur des Egotistes
AWWayofTime:bloodMagicBaseItems:7, Cœur de Mêlée
AWWayofTime:bloodMagicBaseItems:8, Tablette du Paradigme
AWWayofTime:bloodMagicBaseItems:9, Sortie Maléfique
AWWayofTime:bloodMagicBaseItems:10, Cœur Incandescent
AWWayofTime:bloodMagicBaseItems:11, Cœur Figé
AWWayofTime:bloodMagicBaseItems:12, Cœur des Bourrasques
AWWayofTime:bloodMagicBaseItems:13, Cœur Téllurique
AWWayofTime:bloodMagicBaseItems:14, Entrée Maléfique
AWWayofTime:bloodMagicBaseItems:15, Tablette Runique Craquelée
AWWayofTime:bloodMagicBaseItems:16, Tablette Runique
AWWayofTime:bloodMagicBaseItems:17, Tablette Runique Imprégnée
AWWayofTime:bloodMagicBaseItems:18, Cœur Neutre
AWWayofTime:bloodMagicBaseItems:19, Cœur Offensif
AWWayofTime:bloodMagicBaseItems:20, Cœur Défensif
AWWayofTime:bloodMagicBaseItems:21, Cœur Environnemental
AWWayofTime:bloodMagicBaseItems:22, Cœur de Force
AWWayofTime:bloodMagicBaseItems:23, Cœur de Réduction
AWWayofTime:bloodMagicBaseItems:24, Cœur de Puissance
AWWayofTime:bloodMagicBaseItems:25, Attelle d’Obsidienne
AWWayofTime:bloodMagicBaseItems:26, Cœur d'Outillage
AWWayofTime:bloodMagicBaseItems:27, Tablette Ethérale
AWWayofTime:bloodMagicBaseItems:28, Eclat de Vie
AWWayofTime:bloodMagicBaseItems:29, Eclat d'Esprit
AWWayofTime:bloodMagicBaseItems:30, Plaque Runique Spirituelle
AWWayofTime:bloodMagicBaseItems:31, Attelle de Vie
AWWayofTime:bloodMagicBaseItems:32, Ender Shard
AWWayofTime:bloodMagicBaseAlchemyItems:0, Offensa
AWWayofTime:bloodMagicBaseAlchemyItems:1, Praesidium
AWWayofTime:bloodMagicBaseAlchemyItems:2, Orbis Terrae
AWWayofTime:bloodMagicBaseAlchemyItems:3, Catalyseur Renforcé
AWWayofTime:bloodMagicBaseAlchemyItems:4, Catalyseur Concentré
AWWayofTime:bloodMagicBaseAlchemyItems:5, Os Fracturé
AWWayofTime:bloodMagicBaseAlchemyItems:6, Virtus
AWWayofTime:bloodMagicBaseAlchemyItems:7, Reductus
AWWayofTime:bloodMagicBaseAlchemyItems:8, Potentia
AWWayofTime:dawnScribeTool, Elemental Inscription Tool: Dawn
AWWayofTime:itemBloodPack, Pack de la Lettre de Sang
AWWayofTime:itemHarvestSigil, Emblême Déméter
AWWayofTime:itemCompressionSigil, Emblême Compresseur
AWWayofTime:itemAssassinSigil, Sigil of the Assassin
AWWayofTime:boundHelmetWater, Water Omega Helmet
AWWayofTime:boundPlateWater, Water Omega Plate
AWWayofTime:boundLeggingsWater, Water Omega Leggings
AWWayofTime:boundBootsWater, Water Omega Boots
AWWayofTime:boundHelmetEarth, Earth Omega Helmet
AWWayofTime:boundPlateEarth, Earth Omega Plate
AWWayofTime:boundLeggingsEarth, Earth Omega Leggings
AWWayofTime:boundBootsEarth, Earth Omega Boots
AWWayofTime:boundHelmetWind, Wind Omega Helmet
AWWayofTime:boundPlateWind, Wind Omega Plate
AWWayofTime:boundLeggingsWind, Wind Omega Leggings
AWWayofTime:boundBootsWind, Wind Omega Boots
AWWayofTime:boundHelmetFire, Fire Omega Helmet
AWWayofTime:boundPlateFire, Fire Omega Plate
AWWayofTime:boundLeggingsFire, Fire Omega Leggings
AWWayofTime:boundBootsFire, Fire Omega Boots
AWWayofTime:inputRoutingFocus, Input Routing Focus
AWWayofTime:outputRoutingFocus, item.outputRoutingFocus.name
AWWayofTime:bloodMagicIncenseItem:0, Wood Ash
AWWayofTime:bloodMagicIncenseItem:1, Byrrus
AWWayofTime:bloodMagicIncenseItem:2, Livens
AWWayofTime:bloodMagicIncenseItem:3, Viridis
AWWayofTime:bloodMagicIncenseItem:4, Purpura
AWWayofTime:ritualDismantler, Ritual Dismantler
Avaritia:Resource:0, Diamond Lattice
Avaritia:Resource:1, Crystal Matrix Ingot
Avaritia:Resource:2, Pile of Neutrons
Avaritia:Resource:3, Neutronium Nugget
Avaritia:Resource:4, Neutronium Ingot
Avaritia:Resource:5, Infinity Catalyst
Avaritia:Resource:6, Infinity Ingot
Avaritia:Resource:7, Record Fragment
Avaritia:Resource:8, Star Fuel
Avaritia:Resource:9, Neutronium Gear
Avaritia:Singularity:0, Iron Singularity
Avaritia:Singularity:1, Golden Singularity
Avaritia:Singularity:2, Lapis Singularity
Avaritia:Singularity:3, Redstone Singularity
Avaritia:Singularity:4, Nether Quartz Singularity
Avaritia:Singularity:5, Copper Singularity
Avaritia:Singularity:6, Tin Singularity
Avaritia:Singularity:7, Leaden Singularity
Avaritia:Singularity:8, Silver Singularity
Avaritia:Singularity:9, Nickel Singularity
Avaritia:Singularity:10, Clay Singularity
Avaritia:Infinity_Pickaxe, World Breaker
Avaritia:Infinity_Sword, Sword of the Cosmos
Avaritia:Skull_Sword, Skullfire Sword
Avaritia:Ultimate_Stew, Ultimate Stew
Avaritia:Cosmic_Meatballs, Cosmic Meatballs
Avaritia:Endest_Pearl, Endest Pearl
